flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [16384, 1, 1024, 4096](b, h, d, r), [count]: 3681
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 20, 256, 4096](batch, M, N, K), [count]: 129
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 24, 256, 4096](batch, M, N, K), [count]: 129
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 28, 256, 4096](batch, M, N, K), [count]: 129
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 36, 256, 4096](batch, M, N, K), [count]: 129
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4, 256, 4096](batch, M, N, K), [count]: 129
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 40, 256, 4096](batch, M, N, K), [count]: 129
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 44, 256, 4096](batch, M, N, K), [count]: 129
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 52, 256, 4096](batch, M, N, K), [count]: 129
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 56, 256, 4096](batch, M, N, K), [count]: 129
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 8, 256, 4096](batch, M, N, K), [count]: 129
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 10, 256, 4096](batch, M, N, K), [count]: 86
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 14, 256, 4096](batch, M, N, K), [count]: 86
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 18, 256, 4096](batch, M, N, K), [count]: 86
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2, 256, 4096](batch, M, N, K), [count]: 86
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 22, 256, 4096](batch, M, N, K), [count]: 86
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 42, 256, 4096](batch, M, N, K), [count]: 86
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 6, 256, 4096](batch, M, N, K), [count]: 86
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 32, 2048, 4096](batch, M, N, K), [count]: 84
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 32, 512, 4096](batch, M, N, K), [count]: 84
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4100, 2048, 4096](batch, M, N, K), [count]: 84
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4100, 512, 4096](batch, M, N, K), [count]: 84
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 48, 2048, 4096](batch, M, N, K), [count]: 84
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 48, 512, 4096](batch, M, N, K), [count]: 84
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 60, 2048, 4096](batch, M, N, K), [count]: 84
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 60, 512, 4096](batch, M, N, K), [count]: 84
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 32, 1024, 4096](batch, M, N, K), [count]: 80
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4100, 1024, 4096](batch, M, N, K), [count]: 80
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 48, 1024, 4096](batch, M, N, K), [count]: 80
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 60, 1024, 4096](batch, M, N, K), [count]: 80
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 12, 2048, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 12, 512, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 13021, 2048, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 13021, 512, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 16, 2048, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 16, 512, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 20, 2048, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 20, 512, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 24, 2048, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 24, 512, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 28, 2048, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 28, 512, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 36, 2048, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 36, 512, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4, 2048, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4, 512, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 40, 2048, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 40, 512, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 44, 2048, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 44, 512, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 52, 2048, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 52, 512, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 56, 2048, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 56, 512, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 8, 2048, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 8, 512, 4096](batch, M, N, K), [count]: 63
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 12, 1024, 4096](batch, M, N, K), [count]: 60
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 13021, 1024, 4096](batch, M, N, K), [count]: 60
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 16, 1024, 4096](batch, M, N, K), [count]: 60
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 20, 1024, 4096](batch, M, N, K), [count]: 60
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 24, 1024, 4096](batch, M, N, K), [count]: 60
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 28, 1024, 4096](batch, M, N, K), [count]: 60
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 36, 1024, 4096](batch, M, N, K), [count]: 60
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4, 1024, 4096](batch, M, N, K), [count]: 60
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 40, 1024, 4096](batch, M, N, K), [count]: 60
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 44, 1024, 4096](batch, M, N, K), [count]: 60
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 52, 1024, 4096](batch, M, N, K), [count]: 60
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 56, 1024, 4096](batch, M, N, K), [count]: 60
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 8, 1024, 4096](batch, M, N, K), [count]: 60
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2048, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 26, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 27, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 30, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 3076, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 34, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 37, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 38, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 46, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4835, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 50, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 53, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 54, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 57, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 58, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 7884, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 8221, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 10, 2048, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 10, 512, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 14, 2048, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 14, 512, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 18, 2048, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 18, 512, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2, 2048, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2, 512, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 22, 2048, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 22, 512, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 42, 2048, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 42, 512, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 6, 2048, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 6, 512, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 10, 1024, 4096](batch, M, N, K), [count]: 40
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 14, 1024, 4096](batch, M, N, K), [count]: 40
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 18, 1024, 4096](batch, M, N, K), [count]: 40
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2, 1024, 4096](batch, M, N, K), [count]: 40
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 22, 1024, 4096](batch, M, N, K), [count]: 40
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 42, 1024, 4096](batch, M, N, K), [count]: 40
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 6, 1024, 4096](batch, M, N, K), [count]: 40
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2048, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2048, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 26, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 26, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 27, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 27, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 30, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 30, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 3076, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 3076, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 34, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 34, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 37, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 37, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 38, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 38, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 46, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 46, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4835, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4835, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 50, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 50, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 53, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 53, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 54, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 54, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 57, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 57, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 58, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 58, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 7884, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 7884, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 8221, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 8221, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2048, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 26, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 27, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 30, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 3076, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 34, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 37, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 38, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 46, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4835, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 50, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 53, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 54, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 57, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 58, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 7884, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 8221, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.mm.general_mm, [shape info]: [-, 64, 64, 4096](batch, M, N, K), [count]: 105588
